Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.032726	0.529128	0.370161	81.366000	88.040000	
0.032351	0.522682	0.372135	81.486000	87.760000	
0.031975	0.521066	0.353699	81.760000	88.250000	
0.031597	0.516240	0.367645	81.842000	87.910000	
0.031218	0.517822	0.348534	81.994000	88.640000	
0.030837	0.515181	0.354066	82.002000	88.290000	
0.030454	0.511692	0.344647	82.076000	88.600000	
0.030070	0.508632	0.361200	82.182000	88.330000	
0.029685	0.504443	0.350149	82.432000	88.640000	
0.029299	0.505338	0.354092	82.372000	88.380000	
0.028911	0.493457	0.356135	82.830000	88.400000	
0.028523	0.497411	0.365174	82.598000	88.560000	
0.028134	0.497352	0.362048	82.510000	88.560000	
0.027744	0.486837	0.356064	82.860000	88.530000	
0.027353	0.485874	0.347234	83.110000	88.710000	
0.026962	0.488394	0.361301	82.976000	88.230000	
0.026570	0.480533	0.367912	83.252000	88.600000	
0.026178	0.473848	0.351628	83.502000	88.770000	
0.025786	0.468457	0.351800	83.504000	88.790000	
0.025393	0.469949	0.354390	83.596000	88.620000	
0.025001	0.466424	0.337478	83.622000	89.210000	
0.024608	0.468560	0.357998	83.564000	88.810000	
0.024215	0.467954	0.357101	83.628000	88.910000	
0.023823	0.463888	0.361495	83.796000	88.610000	
0.023431	0.456746	0.348974	83.914000	88.920000	
0.023039	0.459497	0.351847	83.866000	88.630000	
0.022648	0.446753	0.343600	84.534000	89.390000	
0.022257	0.449375	0.341026	84.266000	89.250000	
0.021867	0.444629	0.337550	84.432000	89.480000	
0.021478	0.433827	0.346372	84.666000	89.410000	
0.021090	0.443088	0.351114	84.442000	89.410000	
0.020702	0.441252	0.340833	84.652000	89.290000	
0.020316	0.427194	0.358755	84.908000	89.100000	
0.019931	0.430581	0.356815	84.864000	88.940000	
0.019547	0.431998	0.332165	84.778000	89.940000	
0.019164	0.417743	0.367228	85.420000	88.970000	
0.018783	0.417770	0.331907	85.336000	89.720000	
0.018404	0.416371	0.344044	85.424000	89.300000	
0.018026	0.409640	0.350621	85.664000	89.810000	
0.017649	0.413059	0.351069	85.496000	89.260000	
0.017275	0.404691	0.344006	85.886000	89.630000	
0.016903	0.403789	0.341740	85.854000	89.780000	
0.016532	0.396830	0.352977	86.208000	89.290000	
0.016164	0.396038	0.344197	85.996000	89.440000	
0.015797	0.391549	0.351696	86.316000	89.420000	
0.015433	0.390046	0.345052	86.322000	89.690000	
0.015072	0.387565	0.341202	86.488000	89.720000	
0.014713	0.380302	0.339204	86.666000	89.830000	
0.014356	0.380044	0.349541	86.662000	89.880000	
0.014002	0.377684	0.332717	86.802000	90.040000	
0.013651	0.378412	0.328812	86.636000	90.080000	
0.013302	0.370100	0.351375	87.148000	89.570000	
0.012957	0.368271	0.347558	87.038000	89.790000	
0.012614	0.364903	0.356431	87.166000	89.580000	
0.012274	0.367683	0.353657	87.150000	89.690000	
0.011938	0.363421	0.340730	87.284000	89.990000	
0.011605	0.356171	0.361228	87.694000	89.940000	
0.011275	0.357574	0.341238	87.552000	90.110000	
0.010948	0.355691	0.359811	87.682000	89.800000	
0.010625	0.345029	0.359422	88.098000	89.710000	
0.010306	0.342874	0.339490	88.086000	90.100000	
0.009990	0.339769	0.351394	88.146000	89.910000	
0.009678	0.343893	0.352857	88.094000	89.830000	
0.009369	0.334855	0.347180	88.396000	90.080000	
0.009065	0.335103	0.350342	88.250000	89.790000	
0.008764	0.326054	0.362602	88.624000	90.230000	
0.008468	0.325476	0.355953	88.522000	90.270000	
0.008175	0.323554	0.356602	88.754000	89.950000	
0.007887	0.324591	0.357010	88.742000	90.030000	
0.007603	0.321508	0.351605	88.878000	90.360000	
0.007323	0.318021	0.349643	88.920000	90.170000	
0.007047	0.315059	0.352753	89.038000	90.430000	
0.006776	0.307008	0.349914	89.380000	90.340000	
0.006510	0.311521	0.347360	89.326000	90.220000	
0.006248	0.305487	0.353402	89.346000	90.290000	
0.005990	0.302659	0.343934	89.456000	90.660000	
0.005737	0.301591	0.357737	89.370000	90.180000	
0.005490	0.299648	0.355982	89.718000	90.440000	
0.005246	0.288277	0.358273	89.954000	90.590000	
0.005008	0.299045	0.365533	89.682000	90.510000	
0.004775	0.293703	0.353874	89.634000	90.630000	
0.004547	0.287262	0.354906	90.008000	90.540000	
0.004323	0.293913	0.349675	89.766000	90.610000	
0.004105	0.281988	0.361566	90.222000	90.530000	
0.003892	0.281407	0.351568	90.184000	90.720000	
0.003684	0.278632	0.351108	90.398000	90.500000	
0.003482	0.277171	0.369490	90.310000	90.340000	
0.003284	0.276979	0.370522	90.272000	90.500000	
0.003093	0.277926	0.359259	90.372000	90.320000	
0.002906	0.279957	0.365532	90.254000	90.510000	
0.002725	0.269788	0.358465	90.590000	90.440000	
0.002550	0.269155	0.361584	90.676000	90.530000	
0.002380	0.269866	0.352376	90.746000	90.580000	
0.002215	0.265521	0.361427	90.906000	90.700000	
0.002056	0.263984	0.373602	90.958000	90.430000	
0.001903	0.266378	0.354810	90.816000	90.630000	
0.001756	0.263914	0.355882	90.964000	90.650000	
0.001614	0.254038	0.360119	91.062000	90.410000	
0.001478	0.260205	0.358370	90.920000	90.450000	
0.001348	0.257065	0.360577	91.076000	90.580000	
0.001224	0.257615	0.362197	91.046000	90.740000	
0.001105	0.252936	0.365182	91.242000	90.580000	
0.000993	0.252727	0.364078	91.164000	90.590000	
0.000886	0.256475	0.361817	91.022000	90.490000	
0.000786	0.256046	0.360722	91.064000	90.510000	
0.000691	0.254967	0.363188	91.190000	90.580000	
0.000602	0.255961	0.354579	91.154000	90.780000	
0.000520	0.254709	0.357426	91.234000	90.620000	
0.000443	0.245366	0.363081	91.412000	90.640000	
0.000372	0.252087	0.357791	91.350000	90.790000	
0.000308	0.254256	0.352610	91.236000	90.640000	
0.000249	0.247734	0.359339	91.380000	90.870000	
0.000197	0.244979	0.355361	91.376000	90.760000	
0.000151	0.246133	0.356919	91.370000	90.910000	
0.000111	0.250796	0.354410	91.354000	90.830000	
0.000077	0.250138	0.358495	91.274000	90.660000	
0.000049	0.245236	0.352328	91.452000	90.760000	
0.000028	0.244121	0.352375	91.432000	90.850000	
0.000012	0.244779	0.355722	91.598000	90.780000	
0.000003	0.249742	0.361353	91.444000	90.780000	
0.000000	0.250465	0.352275	91.258000	90.710000	
